track_id,artist_id
0ak02NCVIv4Eh71CQlV9Ae,5HMY1CQr1MLqFbHpK0EjFz
6ebtD9Sd4UVmCDvZNSpEyZ,1R2vMNz6qxQFMLynRurh3t
6ebtD9Sd4UVmCDvZNSpEyZ,5PYyVIVpBhBxx7A2OsOfXd
6pOLG3B8LxtxaxEpn0v4i5,1R2vMNz6qxQFMLynRurh3t
6pOLG3B8LxtxaxEpn0v4i5,6bTQFEks5XtMjDe269MK4i
1bXnCntSWBrB21tLiaeh3s,1R2vMNz6qxQFMLynRurh3t
1bXnCntSWBrB21tLiaeh3s,1NfD2bCKgUMw2bwi8uosL5
5VcSTuW272VxsGqpLCRv32,1R2vMNz6qxQFMLynRurh3t
5VcSTuW272VxsGqpLCRv32,5N2HfY7vdwZ6lLVHOW5D14
2Ov9fxlN73wpmfXhbcuOKo,1R2vMNz6qxQFMLynRurh3t
2Ov9fxlN73wpmfXhbcuOKo,089ASSwOW4Cih3frNuDtUv
2fY2XW5ArE0wJ80AiMs3lt,1R2vMNz6qxQFMLynRurh3t
2fY2XW5ArE0wJ80AiMs3lt,1KCy9bQ4eoGnND4HJpZySg
6JiPRIzu8fZgZExlkEJPig,1R2vMNz6qxQFMLynRurh3t
6JiPRIzu8fZgZExlkEJPig,4WwnDi7kswmiG3YBZZckuy
4GNd7KTUx4LewNIj6oUyVA,1R2vMNz6qxQFMLynRurh3t
4GNd7KTUx4LewNIj6oUyVA,5A7T1LAGJg5NXySBoIKUmF
14J5ytwxapNhL1iSFoNcHc,1R2vMNz6qxQFMLynRurh3t
14J5ytwxapNhL1iSFoNcHc,50gamuom7lgwUhlKg1HWMU
5wDvloifIEJK4RvnjH4L5E,1R2vMNz6qxQFMLynRurh3t
5wDvloifIEJK4RvnjH4L5E,0eHJOmR3T0Q3vd8uWd82sk
3aZZFh9dZs7xUhkCfFpPD0,1R2vMNz6qxQFMLynRurh3t
3aZZFh9dZs7xUhkCfFpPD0,5GypDshVVcsZEHRM2L8W8C
4BTd0OUQlBsTBv2hCnbO1f,1R2vMNz6qxQFMLynRurh3t
4BTd0OUQlBsTBv2hCnbO1f,0eHJOmR3T0Q3vd8uWd82sk
4BTd0OUQlBsTBv2hCnbO1f,5GypDshVVcsZEHRM2L8W8C
1IFp1WJl2693ypY0RIG21K,1R2vMNz6qxQFMLynRurh3t
1IFp1WJl2693ypY0RIG21K,499mgV4kXjvhKlQ8SItnBX
6G4t8GOKGq9RUeu92FaRD1,1R2vMNz6qxQFMLynRurh3t
6G4t8GOKGq9RUeu92FaRD1,5N2HfY7vdwZ6lLVHOW5D14
0j2yuTDVAAlR704ScXil1p,1R2vMNz6qxQFMLynRurh3t
0j2yuTDVAAlR704ScXil1p,089ASSwOW4Cih3frNuDtUv
